Name,AvgCyclomaticModified,AvgCyclomatic,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
RefactoringTickProvider.java,1,1,1,1,4,0,4,0,7,7,1,7,0,0,0,7,121,13,41,21,18,67,21,29,17,12,1,1,4,1.63,7,7,10,7
RefactoringUI.java,1,1,1,1,3,0,3,0,7,1,0,7,1,1,0,5,180,11,43,25,10,127,25,34,25,9,2,2,2,2.95,8,8,8,7
RefactoringUIMessages.java,1,1,1,1,3,0,2,1,1,1,0,1,0,1,0,0,372,178,183,179,2,12,177,179,178,1,1,1,1,0.07,1,1,1,1
RefactoringUIPlugin.java,1,1,1,1,5,0,5,0,11,4,0,11,0,0,1,10,108,20,78,39,34,11,45,61,40,21,5,5,5,0.14,15,15,15,11
RefactoringUndoContext.java,2,2,2,2,5,0,5,0,2,2,0,2,0,0,0,2,31,5,16,7,7,10,8,13,7,6,3,3,3,0.63,4,4,4,4
RefactoringWizard.java,1,1,1,1,7,0,6,0,46,46,13,46,5,11,1,29,811,87,369,126,214,360,206,287,126,161,7,7,7,0.98,84,84,88,58
RefactoringWizardDialog.java,1,1,1,1,6,0,6,0,10,10,2,10,0,2,5,3,149,20,84,35,46,48,51,68,35,33,4,4,4,0.57,16,16,16,12
RefactoringWizardDialog2.java,2,2,2,1,12,0,11,0,50,50,17,50,0,23,9,18,766,97,602,178,411,90,372,495,182,313,12,12,16,0.15,125,121,137,61
RefactoringWizardOpenOperation.java,2,2,2,1,19,0,17,1,6,6,2,6,0,1,0,5,229,18,102,45,58,109,66,81,45,36,6,6,6,1.07,16,16,16,6
RefactoringWizardPage.java,1,1,1,1,5,0,5,0,7,7,1,7,0,0,6,1,147,13,49,21,24,86,28,40,21,19,3,3,3,1.76,11,11,12,7
ReferenceAnalyzer.java,2,2,2,1,6,0,6,0,14,14,0,14,0,0,0,14,157,21,117,49,54,21,53,84,37,47,4,4,4,0.18,30,30,32,16
ReferenceFinderUtil.java,2,2,2,1,7,0,7,0,16,1,0,16,0,8,0,8,183,26,141,67,76,19,100,128,74,54,8,8,8,0.13,32,32,33,16
ReferencesInBinaryContext.java,1,1,1,1,3,0,3,0,7,7,2,7,0,0,0,7,65,16,36,19,9,14,16,25,17,8,2,2,2,0.39,8,8,8,7
ReferencesInBinaryStatusContextViewer.java,1,1,1,1,8,0,7,0,21,21,11,21,0,0,1,20,296,56,220,99,109,20,143,178,100,78,7,7,7,0.09,33,33,33,29
ReferencesSearchGroup.java,1,1,1,1,10,1,9,0,12,12,8,12,0,5,1,6,242,38,143,51,81,65,101,122,48,74,3,3,3,0.45,21,21,21,12
RefreshAction.java,3,3,3,1,11,0,10,0,11,11,0,11,0,4,1,6,222,23,153,70,76,49,96,129,72,57,8,8,9,0.32,33,33,37,11
RefreshElementAction.java,2,2,2,1,11,0,11,0,3,3,1,3,0,1,0,2,89,10,51,23,25,29,38,44,24,20,5,5,5,0.57,7,7,7,3
RefreshViewAction.java,1,1,1,1,5,0,5,0,2,2,1,2,0,0,0,2,40,6,20,10,7,15,13,16,9,7,1,1,1,0.75,2,2,2,2
RejectRefactoringsAction.java,2,2,3,1,11,0,10,0,5,5,2,5,0,0,0,5,113,14,63,25,30,37,38,52,28,24,5,5,7,0.59,13,13,15,9
RelevanceSorter.java,1,1,1,1,2,0,2,0,2,2,1,2,0,0,0,2,39,7,14,10,2,18,7,10,9,1,1,1,1,1.29,2,2,2,2
RemoveBlockCommentAction.java,2,2,2,1,12,2,9,1,3,3,0,3,0,0,2,1,91,17,44,24,20,34,28,35,22,13,4,4,4,0.77,6,6,7,3
RemoveDeclarationCorrectionProposal.java,2,2,3,1,12,0,11,0,13,13,2,13,0,3,1,9,255,30,205,93,104,23,116,154,86,68,10,10,11,0.11,38,36,40,18
RemoveFromBuildpathAction.java,4,4,4,2,23,3,20,0,10,10,1,10,0,3,1,6,276,47,212,79,131,17,129,170,80,90,10,10,10,0.08,46,46,46,27
RemoveFromClasspathAction.java,2,2,2,1,11,0,11,0,7,4,0,7,0,3,0,4,144,16,91,37,46,38,54,72,39,33,5,5,6,0.42,19,19,20,13
RemoveFromViewAction.java,3,3,3,2,10,0,10,0,5,5,2,5,0,2,1,2,134,19,66,28,36,51,45,61,30,31,6,6,6,0.77,15,15,16,14
RemoveLinkedFolderDialog.java,1,1,1,1,8,1,6,0,4,4,4,4,1,0,1,2,103,22,53,30,23,29,40,46,29,17,3,3,3,0.55,6,6,6,4
RemoveOccurrenceAnnotations.java,1,1,1,1,3,0,3,0,2,2,1,2,1,0,0,1,42,6,12,7,2,24,5,8,6,2,1,1,1,2,2,2,2,2
RemoveWorkingSetElementAction.java,3,3,4,2,12,0,12,0,4,4,0,4,0,1,0,3,87,10,67,32,38,10,42,56,32,24,8,8,8,0.15,15,15,16,11
RenameAction.java,1,1,2,1,6,0,6,0,7,7,2,7,0,1,0,6,120,15,62,26,27,43,34,48,22,26,3,3,4,0.69,13,13,15,7
RenameAnalyzeUtil.java,2,2,3,1,12,0,10,0,27,6,5,27,5,16,0,6,473,68,349,169,200,58,242,319,182,137,9,9,9,0.17,77,77,84,49
RenameArguments.java,1,1,1,1,3,0,3,0,4,4,2,4,0,0,0,4,71,7,21,9,7,45,10,15,9,6,2,2,2,2.14,5,5,5,4
RenameCompilationUnitChange.java,1,1,1,1,4,0,4,0,6,6,0,6,0,1,3,2,69,14,45,27,15,11,25,34,23,11,2,2,2,0.24,8,8,8,6
RenameCompilationUnitProcessor.java,2,2,2,1,7,0,6,0,44,43,3,44,0,5,4,35,480,70,373,144,205,42,203,293,132,161,5,5,8,0.11,89,89,98,57
RenameCompilationUnitRefactoringContribution.java,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,3,55,9,28,21,5,18,17,21,18,3,1,1,1,0.64,3,3,3,3
RenameCuWizard.java,1,1,1,1,5,0,5,0,8,8,0,8,0,2,5,1,76,12,50,24,19,14,22,31,23,8,1,1,1,0.28,8,8,8,8
RenameEnumConstProcessor.java,2,2,2,1,8,0,8,0,10,10,0,10,0,1,1,8,180,18,122,59,67,43,75,97,52,45,6,6,9,0.35,21,21,25,15
RenameEnumConstRefactoringContribution.java,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,3,53,8,27,20,5,18,16,20,17,3,1,1,1,0.67,3,3,3,3
RenameEnumConstWizard.java,1,1,1,1,5,0,4,0,3,3,0,3,0,0,2,1,36,6,20,10,6,10,9,13,10,3,1,1,1,0.5,3,3,3,3
RenameFieldProcessor.java,2,2,2,1,10,0,9,0,70,69,11,70,1,27,5,37,955,124,756,278,477,91,442,601,268,333,10,10,13,0.12,160,160,181,93
RenameFieldRefactoringContribution.java,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,3,53,8,27,20,5,18,16,20,17,3,1,1,1,0.67,3,3,3,3
RenameFieldWizard.java,1,1,1,1,9,0,8,0,20,20,4,20,0,10,3,7,234,31,193,67,118,14,112,149,68,81,4,4,5,0.07,35,35,39,30
RenameInformationPopup.java,1,2,2,1,14,0,13,0,61,58,13,61,0,19,0,42,876,112,699,257,451,80,408,520,257,263,11,7,12,0.11,123,117,137,69
RenameInputWizardPage.java,1,1,1,1,10,0,9,0,25,24,7,25,0,8,7,10,331,40,255,87,168,37,163,206,91,115,4,4,6,0.15,42,42,48,25
RenameJavaElementAction.java,3,3,3,2,12,0,11,0,12,10,1,12,0,4,0,8,217,29,171,59,99,17,88,129,55,74,7,7,8,0.1,42,42,46,31
RenameJavaElementDescriptor.java,3,4,4,1,14,0,14,0,19,19,13,19,0,1,1,17,680,54,320,70,236,323,157,224,70,154,24,19,28,1.01,79,66,85,30
RenameJavaProjectChange.java,1,1,1,1,6,0,6,0,12,12,1,12,0,7,3,2,135,21,104,44,50,12,60,83,42,41,3,3,4,0.12,21,21,22,14
RenameJavaProjectProcessor.java,1,1,1,1,6,0,6,0,22,22,2,22,0,4,4,14,248,41,191,92,92,23,109,146,80,66,5,5,8,0.12,34,34,39,31
RenameJavaProjectRefactoringContribution.java,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,3,53,8,27,20,5,18,16,20,17,3,1,1,1,0.67,3,3,3,3
RenameJavaProjectWizard.java,1,1,1,1,7,0,7,0,1,1,0,1,0,0,0,1,28,4,14,7,5,10,6,8,7,1,1,1,1,0.71,1,1,1,1
RenameKeysDialog.java,2,2,2,2,11,0,11,0,5,5,3,5,0,2,2,1,111,18,71,30,38,22,47,61,31,30,5,5,5,0.31,14,14,14,11
RenameLinkedMode.java,3,3,4,2,18,1,16,1,26,25,11,26,1,7,0,18,643,77,492,175,305,79,291,381,180,201,26,14,27,0.16,102,90,110,64
RenameLocalVariableDescriptor.java,1,1,1,1,5,0,5,0,7,7,4,7,0,0,1,6,138,16,51,23,26,73,33,44,23,21,4,4,5,1.43,10,10,11,7
RenameLocalVariableProcessor.java,2,2,2,1,9,0,8,0,29,29,12,29,1,7,4,17,454,53,334,143,185,72,203,270,132,138,18,18,22,0.22,64,64,70,43
RenameLocalVariableRefactoringContribution.java,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,3,53,8,27,20,5,18,16,20,17,3,1,1,1,0.67,3,3,3,3
RenameLocalVariableWizard.java,1,1,1,1,7,0,7,0,1,1,0,1,0,0,0,1,28,4,14,7,5,10,6,8,7,1,1,1,1,0.71,1,1,1,1
RenameMethodProcessor.java,2,2,2,1,12,0,10,0,56,53,11,56,1,16,18,21,911,107,692,267,441,127,434,572,273,299,12,12,14,0.18,141,141,149,86
RenameMethodRefactoringContribution.java,1,1,1,1,8,0,7,0,3,3,0,3,0,0,0,3,76,11,47,31,13,18,31,37,28,9,3,3,3,0.38,5,5,5,3
RenameMethodUserInterfaceStarter.java,6,6,6,5,34,0,34,0,1,1,0,1,0,0,0,1,72,9,50,20,27,13,22,29,19,10,6,6,6,0.26,6,6,6,5
RenameMethodWizard.java,1,1,1,1,7,0,7,0,1,1,0,1,0,0,0,1,28,4,14,7,5,10,6,8,7,1,1,1,1,0.71,1,1,1,1
RenameModifications.java,2,2,2,1,9,0,9,0,21,21,3,21,0,7,0,14,287,30,243,103,129,14,150,200,107,93,6,6,8,0.06,50,50,55,23
RenameNodeCorrectionProposal.java,2,2,2,2,13,1,11,0,2,2,3,2,0,0,1,1,70,14,42,25,15,14,31,37,25,12,4,4,4,0.33,5,5,5,4
RenameNonVirtualMethodProcessor.java,2,2,2,1,11,0,10,0,10,10,0,10,1,3,2,4,198,22,139,72,76,39,93,115,69,46,4,4,4,0.28,20,20,20,10
RenamePackageChange.java,2,2,2,1,10,0,10,0,15,14,2,15,0,7,4,4,229,28,184,79,101,23,114,152,81,71,7,7,8,0.13,37,37,40,20
RenamePackageProcessor.java,2,2,2,1,10,0,10,0,81,75,22,81,1,34,6,40,1146,140,917,357,560,110,581,768,376,392,13,13,13,0.12,190,190,202,118
RenamePackageRefactoringContribution.java,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,3,53,8,27,20,5,18,16,20,17,3,1,1,1,0.67,3,3,3,3
RenamePackageWizard.java,1,1,1,1,7,0,7,0,8,8,1,8,0,1,3,4,97,15,72,31,34,10,39,51,30,21,2,2,3,0.14,10,10,11,8
RenameParticipant.java,1,1,1,1,3,0,3,0,2,2,1,2,0,0,1,1,45,4,10,5,2,31,4,7,5,2,1,1,1,3.1,2,2,2,2
RenameProcessor.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,3,2,0,27,1,2,2,0,0,0,0,9,0,0,0,0
RenameRefactoring.java,1,1,1,1,4,0,4,0,2,2,1,2,0,0,0,2,47,5,13,6,4,29,7,10,6,4,1,1,1,2.23,2,2,2,2
RenameRefactoringProposal.java,1,1,1,1,4,0,4,0,11,11,3,11,0,0,0,11,133,22,71,39,23,40,43,57,39,18,2,2,2,0.56,13,13,13,11
RenameRefactoringWizard.java,1,1,1,1,6,0,6,0,6,6,3,6,0,1,4,1,124,19,60,32,31,53,39,47,31,16,2,2,2,0.88,7,7,7,6
RenameResourceAction.java,2,2,2,1,6,0,6,0,4,3,0,4,0,1,0,3,56,11,35,17,16,10,18,27,15,12,3,3,3,0.29,8,8,8,6
RenameResourceChange.java,1,1,1,1,5,0,5,0,10,9,4,10,0,2,2,6,139,20,68,31,28,51,39,53,31,22,2,2,4,0.75,12,12,14,10
RenameResourceDescriptor.java,1,1,1,1,4,0,4,0,9,9,2,9,0,0,1,8,186,19,55,24,25,114,33,46,24,22,4,4,6,2.07,12,12,14,9
RenameResourceDescriptor.java,1,1,1,1,5,0,5,0,9,9,3,9,0,0,0,9,194,21,71,34,30,104,46,59,34,25,4,4,6,1.46,12,12,14,12
RenameResourceHandler.java,3,3,3,1,12,0,11,0,2,2,0,2,0,1,0,1,55,8,36,20,15,11,21,28,20,8,4,4,4,0.31,6,6,6,2
RenameResourceProcessor.java,1,1,1,1,6,0,5,0,17,17,4,17,0,1,1,15,240,32,131,55,64,84,81,109,55,54,5,5,5,0.64,26,26,27,23
RenameResourceRefactoringContribution.java,2,2,2,1,11,1,10,1,3,3,0,3,0,0,0,3,91,14,44,21,27,39,32,38,21,17,3,3,3,0.89,6,6,7,3
RenameResourceRefactoringContribution.java,2,2,2,2,8,0,7,0,3,3,0,3,0,0,0,3,72,10,35,18,13,27,21,28,18,10,4,4,4,0.77,6,6,6,6
RenameResourceWizard.java,1,1,1,1,6,0,5,0,11,11,2,11,0,2,3,6,135,20,82,36,38,34,54,68,37,31,2,2,2,0.41,12,12,12,11
RenameSelectionState.java,5,5,5,2,20,0,20,0,5,5,4,5,0,2,0,3,142,12,119,44,74,11,82,109,51,58,11,11,12,0.09,26,26,27,13
RenameSourceFolderChange.java,1,1,1,1,7,0,6,0,13,11,0,13,0,7,3,3,143,30,103,39,50,13,53,77,34,43,8,8,9,0.13,23,23,24,20
RenameSourceFolderProcessor.java,1,1,1,1,6,0,6,0,19,19,1,19,0,2,4,13,223,36,172,84,83,20,101,135,74,61,7,7,7,0.12,31,31,33,30
RenameSourceFolderRefactoringContribution.java,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,3,53,8,27,20,5,18,16,20,17,3,1,1,1,0.67,3,3,3,3
RenameSourceFolderWizard.java,1,1,1,1,7,0,7,0,1,1,0,1,0,0,0,1,28,4,14,7,5,10,6,8,7,1,1,1,1,0.71,1,1,1,1
RenameSupport.java,1,1,1,1,6,0,6,0,28,12,2,28,0,13,1,14,517,50,234,109,113,233,135,179,108,71,3,3,4,1,44,44,45,30
RenameTypeArguments.java,1,1,1,1,4,0,4,0,4,4,2,4,0,0,0,4,83,9,26,12,9,49,13,19,11,8,2,2,2,1.88,6,6,6,4
RenameTypeParameterProcessor.java,2,2,2,1,9,0,9,0,24,24,7,24,0,2,4,18,412,43,313,129,179,64,188,247,116,131,9,9,13,0.2,54,54,58,36
RenameTypeParameterRefactoringContribution.java,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,3,53,8,27,20,5,18,16,20,17,3,1,1,1,0.67,3,3,3,3
RenameTypeParameterWizard.java,1,1,1,1,3,0,3,0,1,1,0,1,0,0,0,1,33,4,10,7,1,19,6,8,7,1,1,1,1,1.9,1,1,1,1
RenameTypeParticipant.java,1,1,1,1,8,0,8,0,6,6,1,6,0,1,1,4,94,17,61,34,26,18,42,52,35,17,3,3,3,0.3,10,10,10,6
RenameTypeProcessor.java,3,3,3,2,13,1,11,0,99,91,21,99,0,47,6,46,1762,277,1314,468,880,207,792,1087,476,611,23,23,27,0.16,299,299,335,199
RenameTypeRefactoringContribution.java,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,3,53,8,27,20,5,18,16,20,17,3,1,1,1,0.67,3,3,3,3
RenameTypeWizard.java,1,1,1,1,5,0,5,0,7,7,0,7,0,0,4,3,82,14,50,23,20,19,25,36,22,14,3,3,3,0.38,10,10,10,9
RenameTypeWizardInputPage.java,2,2,2,1,15,1,13,0,10,10,3,10,0,1,2,7,203,33,144,49,88,26,86,107,47,60,5,5,5,0.18,22,22,26,13
RenameTypeWizardSimilarElementsOptionsDialog.java,1,1,1,1,13,1,11,0,9,9,6,9,0,1,3,5,176,30,118,41,74,28,92,102,41,61,1,1,1,0.24,9,9,9,9
RenameTypeWizardSimilarElementsPage.java,2,2,2,1,9,0,9,0,56,55,15,56,0,26,4,26,806,110,614,237,351,88,383,501,236,265,9,9,10,0.14,117,117,124,80
RenameUserInterfaceManager.java,1,1,1,1,8,0,8,0,2,1,0,2,0,1,0,1,47,5,32,17,13,10,26,29,17,12,1,1,1,0.31,2,2,2,2
RenameUserInterfaceStarter.java,4,4,6,1,14,0,14,0,1,1,0,1,0,0,0,1,42,8,24,16,10,10,15,19,15,4,4,4,6,0.42,4,4,6,1
RenameVirtualMethodProcessor.java,2,2,3,1,13,0,12,1,13,13,3,13,1,5,1,6,265,30,201,78,126,46,121,157,79,78,8,8,8,0.23,34,34,40,18
RenamingNameSuggestor.java,2,2,2,1,12,1,9,1,29,29,12,29,0,23,0,6,572,93,310,100,209,181,195,266,106,160,11,11,12,0.58,73,73,84,44
ReorgCopyAction.java,3,3,3,1,12,0,12,0,4,4,0,4,0,1,0,3,97,15,70,32,36,12,42,55,30,25,6,6,6,0.17,12,12,12,6
ReorgCopyStarter.java,2,2,2,2,8,0,8,0,3,2,1,3,0,1,0,2,70,17,43,25,18,10,32,39,25,14,4,4,4,0.23,6,6,6,6
ReorgCopyWizard.java,1,1,1,1,3,0,3,0,9,9,2,9,0,1,6,2,85,19,53,30,13,14,25,36,24,12,1,1,1,0.26,9,9,9,9
ReorgCorrectionsSubProcessor.java,4,4,4,2,18,1,16,1,28,19,11,28,0,9,1,18,698,84,568,249,323,63,336,450,248,202,10,10,13,0.11,114,114,128,62
ReorgDestinationFactory.java,1,1,1,1,4,0,3,0,9,7,2,9,0,2,0,7,93,23,49,19,16,21,20,35,19,16,3,3,3,0.43,11,11,13,11
ReorgExecutionLog.java,1,1,1,1,3,0,3,0,10,10,3,10,0,0,0,10,138,13,41,19,11,84,19,30,19,11,1,1,1,2.05,10,10,10,10
ReorgMessages.java,1,1,1,1,3,0,2,1,1,1,0,1,0,1,0,0,119,12,80,76,2,28,74,76,75,1,1,1,1,0.35,1,1,1,1
ReorgMoveAction.java,2,2,2,1,10,0,9,0,6,6,0,6,0,1,0,5,118,15,84,38,41,19,47,63,34,29,6,6,6,0.23,15,15,15,8
ReorgMoveStarter.java,2,2,2,1,11,0,10,1,3,2,1,3,0,1,0,2,83,15,54,30,24,14,41,48,30,18,3,3,3,0.26,6,6,6,5
ReorgMoveWizard.java,1,1,1,1,9,0,9,0,23,22,7,23,0,7,8,8,314,49,252,97,147,16,149,190,90,100,5,5,6,0.06,39,39,45,23
ReorgPolicyFactory.java,2,2,2,1,8,0,7,0,409,377,34,409,9,75,129,196,4452,632,3542,1151,2186,351,1809,2749,1087,1662,30,28,34,0.1,981,948,1095,758
ReorgQueries.java,1,1,1,1,12,0,11,0,36,36,14,36,3,14,3,16,441,56,345,81,235,44,165,224,84,140,7,4,7,0.13,67,56,69,51
ReorgUserInputPage.java,1,1,1,1,7,0,6,0,13,13,1,13,0,3,7,3,159,24,116,56,62,19,80,94,56,38,3,3,5,0.16,18,18,20,13
ReorgUtils.java,2,2,3,2,7,0,7,0,60,1,0,60,0,7,0,53,628,74,506,158,313,52,295,434,185,249,19,8,20,0.1,160,147,187,123
ReplaceCorrectionProposal.java,1,1,1,1,6,0,5,0,2,2,3,2,0,0,1,1,50,12,25,16,7,13,18,21,15,6,1,1,1,0.52,2,2,2,2
ReplaceInvocationsAction.java,1,1,1,1,6,0,6,0,8,8,1,8,0,1,0,7,148,18,78,39,29,52,42,57,34,23,3,3,3,0.67,14,14,14,8
ReplaceInvocationsInputPage.java,1,1,1,1,11,1,9,0,9,9,1,9,0,4,0,5,151,29,109,55,60,16,80,92,58,34,2,2,2,0.15,12,12,12,9
ReplaceInvocationsRefactoring.java,3,3,3,1,16,0,15,0,27,25,11,27,0,14,2,11,585,59,484,189,304,54,319,404,195,209,17,17,17,0.11,87,86,91,47
ReplaceInvocationsWizard.java,1,1,1,1,3,0,3,0,2,2,0,2,0,0,1,1,30,6,14,8,3,10,7,10,7,3,1,1,1,0.71,2,2,2,2
ReplaceRewrite.java,2,2,2,1,9,0,9,0,6,5,3,6,0,0,4,2,97,14,68,21,33,15,42,60,26,34,9,9,9,0.22,17,17,17,6
RerunAction.java,1,1,1,1,6,0,6,0,2,2,5,2,0,0,0,2,54,5,24,13,8,25,16,19,11,8,1,1,1,1.04,2,2,2,2
RerunExecutionListener.java,1,1,1,1,4,0,4,0,5,5,1,5,0,0,0,5,50,10,24,9,11,16,9,17,9,8,3,3,3,0.67,7,7,7,5
ResetAction.java,3,3,4,2,19,1,17,0,8,8,1,8,0,1,1,6,201,25,158,60,96,19,91,122,59,63,10,10,11,0.12,31,31,35,21
ResetAllAction.java,3,3,3,2,20,3,17,0,8,8,5,8,0,1,1,6,193,34,138,47,79,22,86,107,47,60,5,5,5,0.16,24,24,24,19
ResetAllOutputFoldersAction.java,2,2,2,1,13,0,12,0,8,8,2,8,0,2,1,5,163,22,125,55,69,16,79,100,54,46,5,5,5,0.13,19,19,20,10
ResizableDialog.java,3,3,3,1,13,0,12,0,8,8,3,8,0,1,3,4,159,19,120,42,74,25,62,87,40,47,12,12,12,0.21,24,24,25,8
ResourceAdapterFactory.java,2,2,2,2,8,1,7,0,2,2,0,2,0,0,0,2,48,11,26,13,10,11,13,19,12,7,4,4,4,0.42,5,5,5,5
ResourceChange.java,2,2,2,1,8,0,8,0,19,16,9,19,0,5,2,12,319,34,202,65,112,84,102,153,65,88,9,9,9,0.42,49,49,53,32
ResourceChangeChecker.java,2,2,2,1,10,0,10,0,8,5,1,8,1,2,0,5,142,14,83,31,46,46,47,64,34,30,9,5,9,0.55,20,16,21,15
ResourceLocator.java,2,2,2,1,7,0,7,0,3,3,0,3,0,0,0,3,49,6,29,9,16,14,13,22,9,13,4,4,4,0.48,8,8,8,3
ResourceModifications.java,1,1,1,1,6,0,6,0,35,32,13,35,0,1,0,34,355,30,264,107,123,70,139,203,109,94,11,11,11,0.27,63,63,63,38
ResourceModifications.java,1,1,1,1,6,0,6,0,35,32,13,35,0,1,0,34,375,31,283,120,129,61,144,210,112,98,11,11,11,0.22,65,65,67,38
ResourceProcessors.java,2,2,2,1,9,0,9,0,3,0,0,3,0,1,0,2,53,7,36,17,19,10,27,35,20,15,4,4,4,0.28,7,7,7,3
ResourceProcessors.java,2,2,3,1,8,0,8,0,5,0,0,5,0,1,0,4,70,9,51,22,27,10,34,47,25,22,4,4,5,0.2,12,12,16,7
ResourceProperties.java,1,1,1,1,6,0,5,0,8,7,1,8,0,1,0,7,103,20,67,27,39,16,39,55,26,29,8,8,8,0.24,15,15,15,15
ResourceToItemsMapper.java,2,2,2,1,9,0,8,0,11,10,3,11,0,4,0,7,184,22,116,42,60,49,54,85,40,45,6,6,6,0.42,30,30,30,15
ResourceTransferDragAdapter.java,2,2,2,1,9,0,9,0,7,7,1,7,0,2,0,5,143,21,99,54,46,23,60,76,51,25,6,6,6,0.23,18,18,18,7
ResourceUndoState.java,1,1,1,1,2,0,2,0,8,7,0,8,0,0,0,8,128,13,27,16,8,88,18,23,16,7,4,4,4,3.26,11,11,11,11
ResourceUtil.java,2,2,2,1,6,0,6,0,5,1,0,5,0,2,0,3,65,11,43,17,22,11,23,36,18,18,3,3,4,0.26,12,12,14,9
Resources.java,2,2,3,1,11,0,11,0,8,1,0,8,0,4,0,4,174,16,105,41,65,53,55,82,41,41,8,8,9,0.5,23,23,24,15
Resources.java,2,2,2,1,10,0,10,0,12,1,0,12,1,4,0,7,243,22,154,62,95,69,89,121,62,59,8,8,9,0.45,34,34,35,19
Resources.java,2,2,2,1,10,0,10,0,13,1,0,13,1,5,0,7,223,21,149,56,94,55,83,115,56,59,8,8,9,0.37,33,33,34,20
ReturnFlowInfo.java,1,1,2,1,5,0,4,0,3,2,0,3,0,1,0,2,37,8,19,8,8,11,9,15,8,7,2,2,3,0.58,5,5,6,3
ReturnTypeInfo.java,1,1,1,1,3,0,3,0,8,8,3,8,0,0,0,8,58,13,35,16,10,11,16,25,15,10,1,1,1,0.31,8,8,8,8
ReturnTypeSubProcessor.java,4,4,4,2,23,2,20,1,11,6,1,11,0,0,0,11,343,55,277,143,171,21,185,230,141,89,10,10,12,0.08,44,44,49,22
ReturnTypeVariable.java,1,1,1,1,3,0,3,0,5,4,1,5,0,0,0,5,52,11,28,15,7,14,15,21,14,7,1,1,1,0.5,5,5,5,5
ReturnTypeVariable2.java,1,1,1,1,4,0,4,0,6,6,2,6,0,0,0,6,66,12,34,16,12,20,16,25,14,11,3,3,3,0.59,8,8,8,8
RippleMethodFinder2.java,3,3,3,1,17,1,15,1,19,16,13,19,0,10,0,9,420,48,335,131,212,44,235,295,147,148,26,26,27,0.13,69,69,74,27
RowLayouter.java,2,2,2,1,9,1,8,0,13,13,13,13,0,1,2,10,185,33,130,39,89,22,77,111,41,70,12,12,12,0.17,33,33,33,13
RsrcURLConnection.java,1,1,1,1,4,0,4,0,3,3,1,3,0,0,0,3,52,9,24,14,7,20,14,19,14,5,2,2,2,0.83,4,4,4,3
RsrcURLStreamHandler.java,2,2,2,1,6,0,6,0,3,3,1,3,0,0,2,1,54,7,24,9,11,24,12,19,9,10,4,4,4,1,6,6,6,3
RsrcURLStreamHandlerFactory.java,1,1,1,1,4,0,4,0,3,3,2,3,0,0,0,3,54,7,20,9,7,27,10,16,9,7,3,3,3,1.35,5,5,5,5
SWTContextType.java,2,2,2,1,5,0,5,1,1,1,0,1,0,0,1,0,52,8,12,7,5,36,5,8,6,2,2,2,2,3,2,2,2,1
SWTTemplateCompletionProposalComputer.java,3,3,3,2,11,1,10,0,9,8,5,9,0,6,1,2,218,35,118,47,62,66,67,98,48,50,7,7,7,0.56,29,29,29,23
SWTUtil.java,2,2,2,1,7,0,7,0,8,1,0,8,0,0,0,8,155,17,81,36,40,57,49,68,37,31,7,7,7,0.7,18,18,18,14
SWTUtil.java,1,1,1,1,5,0,5,0,5,2,0,5,0,1,0,4,70,9,37,18,12,24,20,28,19,9,2,2,2,0.65,7,7,7,5
SaveActionCleanUpOptionsInitializer.java,1,1,1,1,3,0,3,0,1,1,0,1,0,0,0,1,35,7,9,6,1,19,5,7,6,1,1,1,1,2.11,1,1,1,1
SaveActionSelectionDialog.java,1,1,1,1,6,0,5,0,6,6,0,6,0,0,5,1,83,17,56,33,23,11,37,45,29,16,2,2,2,0.2,7,7,7,6
SaveParticipantConfigurationBlock.java,1,1,1,1,6,0,6,0,17,17,3,17,0,1,0,16,172,24,111,43,56,37,65,87,52,35,3,3,3,0.33,21,21,21,17
SaveParticipantDescriptor.java,1,1,1,1,5,0,4,0,7,7,2,7,1,0,2,4,92,13,33,10,15,46,13,22,12,10,2,2,2,1.39,8,8,8,7
SaveParticipantMessages.java,1,1,1,1,3,0,2,1,1,1,0,1,0,1,0,0,34,6,12,8,2,16,6,8,7,1,1,1,1,1.33,1,1,1,1
SaveParticipantMessages.java,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,41,9,21,18,2,12,16,18,17,1,1,1,1,0.57,1,1,1,1
